Test,Animal,Treatment,Sex,APOE,Code,Stage,Trial,Apparatus,Object1 : head entries,Object1.headtime,Object1_Day2_3_5: RI,Object1 : latency to first entry,Object1 : time mobile,Object1 : time immobile,Object1 : in zone oriented to centre,Object1 : time freezing,Object2 : head entries,Object2.headtime,Object2_Day2_3_5.RI,Object2 : latency to first entry,Object2 : time mobile,Object2 : time immobile,Object2 : in zone oriented to centre,Object2 : time freezing,Outerzone : head entries,Outerzone.headtime,Outerzone.distance,Outerzone : latency to first entry,Outerzone : average speed,Outerzone : time mobile,Outerzone : time immobile,Total_Time_Mobile,Outerzone.time.freezing,Centerzone : head entries,Centerzone.headtime,Centerzone.distance,Centerzone : latency to first entry,Centerzone : average speed,Centerzone : time mobile,Centerzone : time immobile,Centerzone.time.freezing,Object 3 : head entries,Object 3.headtime,Object 3 : latency to first entry,Object 3 : in zone oriented to centre,Object 4 : head entries,Object4.headtime,Object 4 : latency to first entry,Object 4 : in zone oriented to centre,Object1Center : head time oriented towards,Object2Center : head time oriented towards,Total.Distance,Total.Time.Freezing
91,061019_9,APOE4/4F,F,E44,B,Day2_IdenticalObject,3,2Objects_NOR,-12.39279233,-0.587131622,0.814642574,53.01525034,-3.769319851,3.186170167,0.348394694,0.731432028,-14.35113646,-6.551335235,0.185357426,67.36122305,-6.905377668,0.349386397,-1.340891021,0.076222885,-48.21893095,-42.42183044,-6.390246025,1.233910207,-0.007282322,-11.66434057,-12.54899553,-15.46650656,-17.48902574,-15.20296043,-16.0876154,-16.97227036,-17.85692533,-18.74158029,-19.62623526,-24.17850661,0,10,9.9,49.3,0,11,12,28.6,0.3,18.3,16.5,5.058,0
92,061019_10,APOE4/4F,F,E44,B,Day2_IdenticalObject,3,2Objects_NOR,-12.71791548,-0.692057731,0.818683954,53.44493115,-3.911321407,3.22334284,0.313205427,0.740558292,-14.69726039,-6.747031372,0.181316047,67.98860113,-7.095091176,0.343384323,-1.39356149,0.075879354,-49.54437819,-45.08125486,-6.586373001,1.20929911,-0.008182439,-12.23853744,-13.15463722,-16.12972061,-18.19878961,-15.90293657,-16.81903636,-17.73513614,-18.65123592,-19.56733571,-20.48343549,-25.1140764,0,3,6.1,116.2,0,1,0.7,57.3,0,47.7,45.9,3.516,35.7
93,061019_3,APOE4/4M,M,E44,A,Day2_ShortTermMemory,4,2Objects_NOR,-13.04303863,-0.796983839,0.822725333,53.87461195,-4.053322963,3.260515513,0.278016161,0.749684556,-15.04338432,-6.942727508,0.177274667,68.61597922,-7.284804684,0.337382249,-1.446231959,0.075535822,-50.86982543,-47.74067928,-6.782499978,1.184688013,-0.009082556,-12.8127343,-13.76027891,-16.79293466,-18.90855348,-16.60291271,-17.55045732,-18.49800192,-19.44554652,-20.39309112,-21.34063573,-26.04964619,0,0,0,,0,0,0,,0,9.1,43.6,0.125,91.6
94,061019_4,APOE4/4M,M,E44,A,Day2_ShortTermMemory,4,2Objects_NOR,-13.36816178,-0.901909947,0.826766713,54.30429276,-4.195324518,3.297688186,0.242826895,0.75881082,-15.38950825,-7.138423645,0.173233287,69.24335731,-7.474518192,0.331380175,-1.498902428,0.075192291,-52.19527266,-50.40010371,-6.978626955,1.160076916,-0.009982672,-13.38693117,-14.36592059,-17.4561487,-19.61831735,-17.30288886,-18.28187828,-19.2608677,-20.23985712,-21.21884654,-22.19783596,-26.98521597,0,1,0.9,,0,0,0,,0,20.8,38.3,2.257,57.6
95,061019_5,APOE4/4M,M,E44,A,Day2_ShortTermMemory,4,2Objects_NOR,-13.69328494,-1.006836056,0.830808093,54.73397356,-4.337326074,3.334860859,0.207637629,0.767937084,-15.73563218,-7.334119782,0.169191908,69.87073539,-7.6642317,0.3253781,-1.551572898,0.07484876,-53.5207199,-53.05952813,-7.174753932,1.13546582,-0.010882789,-13.96112804,-14.97156228,-18.11936275,-20.32808121,-18.002865,-19.01329924,-20.02373348,-21.03416772,-22.04460196,-23.0550362,-27.92078576,0,1,0.2,,0,0,0,,0,24.2,11.1,2.708,37.6
96,061019_6,APOE4/4F,F,E44,B,Day2_ShortTermMemory,4,2Objects_NOR,-14.01840809,-1.111762164,0.834849472,55.16365437,-4.479327629,3.372033532,0.172448362,0.777063348,-16.08175611,-7.529815919,0.165150528,70.49811348,-7.853945208,0.319376026,-1.604243367,0.074505229,-54.84616714,-55.71895255,-7.370880909,1.110854723,-0.011782906,-14.53532491,-15.57720397,-18.7825768,-21.03784508,-18.70284114,-19.7447202,-20.78659926,-21.82847831,-22.87035737,-23.91223643,-28.85635555,0,2,1.1,,0,1,2,,0,9.7,9,4.414,35
97,061019_7,APOE4/4F,F,E44,B,Day2_ShortTermMemory,4,2Objects_NOR,-14.34353124,-1.216688272,0.838890852,55.59333517,-4.621329185,3.409206205,0.137259096,0.786189612,-16.42788004,-7.725512056,0.161109148,71.12549157,-8.043658716,0.313373952,-1.656913836,0.074161697,-56.17161438,-58.37837698,-7.567007886,1.086243626,-0.012683022,-15.10952178,-16.18284565,-19.44579084,-21.74760895,-19.40281728,-20.47614116,-21.54946503,-22.62278891,-23.69611279,-24.76943666,-29.79192533,1,12,31.6,22.8,0.7,8,12.7,18.1,0,15.1,21.4,2.247,5.7
98,061019_8,APOE4/4F,F,E44,B,Day2_ShortTermMemory,4,2Objects_NOR,-14.66865439,-1.321614381,0.842932232,56.02301597,-4.763330741,3.446378878,0.10206983,0.795315876,-16.77400398,-7.921208193,0.157067769,71.75286965,-8.233372224,0.307371878,-1.709584306,0.073818166,-57.49706162,-61.0378014,-7.763134863,1.06163253,-0.013583139,-15.68371864,-16.78848734,-20.10900489,-22.45737282,-20.10279342,-21.20756212,-22.31233081,-23.41709951,-24.5218682,-25.6266369,-30.72749512,0,3,2.1,,0,1,1.5,,0,25.8,42.7,1.705,63.5
99,061019_10,APOE4/4F,F,E44,B,Day2_ShortTermMemory,4,2Objects_NOR,-14.99377755,-1.426540489,0.846973611,56.45269678,-4.905332296,3.483551551,0.066880563,0.80444214,-17.12012791,-8.11690433,0.153026389,72.38024774,-8.423085732,0.301369804,-1.762254775,0.073474635,-58.82250886,-63.69722582,-7.95926184,1.037021433,-0.014483256,-16.25791551,-17.39412903,-20.77221893,-23.16713669,-20.80276957,-21.93898308,-23.07519659,-24.21141011,-25.34762362,-26.48383713,-31.66306491,0,3,3.4,34,0,2,1.2,,0,43.2,48.6,2.823,37
100,061019_9,APOE4/4F,F,E44,B,Day2_ShortTermMemory,4,2Objects_NOR,-15.3189007,-1.531466598,0.851014991,56.88237758,-5.047333852,3.520724224,0.031691297,0.813568404,-17.46625184,-8.312600467,0.148985009,73.00762583,-8.612799239,0.29536773,-1.814925244,0.073131104,-60.1479561,-66.35665025,-8.155388817,1.012410336,-0.015383372,-16.83211238,-17.99977071,-21.43543298,-23.87690056,-21.50274571,-22.67040404,-23.83806237,-25.0057207,-26.17337904,-27.34103737,-32.59863469,0,2,2.3,,0,1,2.7,,0,61.7,56.5,1.999,49.4
101,061019_1,APOE4/4M,M,E44,A,Day3_Novel Object2,1,2Objects_NOR,-15.64402385,-1.636392706,0.855056371,57.31205839,-5.189335407,3.557896897,-0.003497969,0.822694668,-17.81237577,-8.508296604,0.14494363,73.63500392,-8.802512747,0.289365656,-1.867595713,0.072787572,-61.47340334,-69.01607467,-8.351515794,0.987799239,-0.016283489,-17.40630925,-18.6054124,-22.09864703,-24.58666443,-22.20272185,-23.401825,-24.60092815,-25.8000313,-26.99913445,-28.1982376,-33.53420448,1.6,3,0.8,29.4,0,5,2.2,19.5,0,7.6,5,5.657,8.1
102,061019_2,APOE4/4M,M,E44,A,Day3_Novel Object2,1,2Objects_NOR,-15.96914701,-1.741318814,0.85909775,57.74173919,-5.331336963,3.59506957,-0.038687235,0.831820932,-18.1584997,-8.70399274,0.14090225,74.262382,-8.992226255,0.283363581,-1.920266183,0.072444041,-62.79885057,-71.67549909,-8.547642771,0.963188143,-0.017183606,-17.98050612,-19.21105409,-22.76186107,-25.2964283,-22.90269799,-24.13324596,-25.36379393,-26.5943419,-27.82488987,-29.05543784,-34.46977427,0,2,1.5,43.5,0,3,0.9,0,0,13.8,12.1,5.431,0
103,061019_3,APOE4/4M,M,E44,A,Day3_Novel Object2,1,2Objects_NOR,-16.29427016,-1.846244923,0.86313913,58.17141999,-5.473338519,3.632242244,-0.073876502,0.840947196,-18.50462363,-8.899688877,0.13686087,74.88976009,-9.181939763,0.277361507,-1.972936652,0.07210051,-64.12429781,-74.33492352,-8.743769748,0.938577046,-0.018083722,-18.55470298,-19.81669577,-23.42507512,-26.00619217,-23.60267413,-24.86466692,-26.12665971,-27.3886525,-28.65064528,-29.91263807,-35.40534405,0,2,0.6,47.6,0,2,0.8,60.6,0,6.7,10.5,6.612,3.3
104,061019_4,APOE4/4M,M,E44,A,Day3_Novel Object2,1,2Objects_NOR,-16.61939331,-1.951171031,0.86718051,58.6011008,-5.615340074,3.669414917,-0.109065768,0.85007346,-18.85074756,-9.095385014,0.132819491,75.51713818,-9.371653271,0.271359433,-2.025607121,0.071756979,-65.44974505,-76.99434794,-8.939896725,0.913965949,-0.018983839,-19.12889985,-20.42233746,-24.08828917,-26.71595604,-24.30265028,-25.59608788,-26.88952549,-28.18296309,-29.4764007,-30.7698383,-36.34091384,0,2,0.5,0.7,0,1,0.6,32.3,0,21.2,16.4,4.532,7.3
105,061019_5,APOE4/4M,M,E44,A,Day3_Novel Object2,1,2Objects_NOR,-16.94451646,-2.056097139,0.871221889,59.0307816,-5.75734163,3.70658759,-0.144255034,0.859199723,-19.19687149,-9.291081151,0.128778111,76.14451626,-9.561366779,0.265357359,-2.078277591,0.071413447,-66.77519229,-79.65377236,-9.136023701,0.889354853,-0.019883956,-19.70309672,-21.02797914,-24.75150321,-27.42571991,-25.00262642,-26.32750884,-27.65239127,-28.97727369,-30.30215612,-31.62703854,-37.27648363,0,4,2.1,0.9,0,6,2.1,1.3,0,11.8,10.1,6.136,1.3
106,061019_6,APOE4/4F,F,E44,B,Day3_Novel Object2,1,2Objects_NOR,-17.26963962,-2.161023248,0.875263269,59.46046241,-5.899343186,3.743760263,-0.1794443,0.868325987,-19.54299542,-9.486777288,0.124736731,76.77189435,-9.751080287,0.259355285,-2.13094806,0.071069916,-68.10063953,-82.31319679,-9.332150678,0.864743756,-0.020784072,-20.27729359,-21.63362083,-25.41471726,-28.13548377,-25.70260256,-27.0589298,-28.41525705,-29.77158429,-31.12791153,-32.48423877,-38.21205341,0,3,1,28.1,0,7,3.2,25.5,0,8.1,13.8,7.828,2.3
107,061019_7,APOE4/4F,F,E44,B,Day3_Novel Object2,1,2Objects_NOR,-17.59476277,-2.265949356,0.879304649,59.89014321,-6.041344741,3.780932936,-0.214633567,0.877452251,-19.88911935,-9.682473425,0.120695352,77.39927244,-9.940793795,0.253353211,-2.183618529,0.070726385,-69.42608677,-84.97262121,-9.528277655,0.840132659,-0.021684189,-20.85149046,-22.23926252,-26.07793131,-28.84524764,-26.4025787,-27.79035076,-29.17812282,-30.56589489,-31.95366695,-33.34143901,-39.1476232,0,5,1.6,8.9,0,0,0,54.6,0,7.8,7,6.48,1.3
108,061019_8,APOE4/4F,F,E44,B,Day3_Novel Object2,1,2Objects_NOR,-17.91988592,-2.370875465,0.883346028,60.31982401,-6.183346297,3.818105609,-0.249822833,0.886578515,-20.23524328,-9.878169562,0.116653972,78.02665052,-10.1305073,0.247351136,-2.236288998,0.070382854,-70.75153401,-87.63204563,-9.724404632,0.815521563,-0.022584306,-21.42568732,-22.8449042,-26.74114535,-29.55501151,-27.10255484,-28.52177172,-29.9409886,-31.36020548,-32.77942236,-34.19863924,-40.08319299,0,2,0.3,30.6,0,2,0.2,33.7,0,8.6,13.4,7.449,10.2
109,061019_9,APOE4/4F,F,E44,B,Day3_Novel Object2,1,2Objects_NOR,-18.24500907,-2.475801573,0.887387408,60.74950482,-6.325347852,3.855278282,-0.285012099,0.895704779,-20.58136721,-10.0738657,0.112612592,78.65402861,-10.32022081,0.241349062,-2.288959468,0.070039322,-72.07698125,-90.29147005,-9.920531609,0.790910466,-0.023484422,-21.99988419,-23.45054589,-27.4043594,-30.26477538,-27.80253099,-29.25319268,-30.70385438,-32.15451608,-33.60517778,-35.05583948,-41.01876277,0,3,1.2,57,0,4,1.1,54.1,0,17.6,12.6,7.798,0
110,061019_10,APOE4/4F,F,E44,B,Day3_Novel Object2,1,2Objects_NOR,-18.57013223,-2.580727681,0.891428788,61.17918562,-6.467349408,3.892450955,-0.320201365,0.904831043,-20.92749114,-10.26956184,0.108571213,79.2814067,-10.50993432,0.235346988,-2.341629937,0.069695791,-73.40242849,-92.95089448,-10.11665859,0.766299369,-0.024384539,-22.57408106,-24.05618758,-28.06757344,-30.97453925,-28.50250713,-29.98461364,-31.46672016,-32.94882668,-34.43093319,-35.91303971,-41.95433256,0,4,1.7,50.4,0,4,1.7,52.9,0,9.8,9.5,6.18,2.1
111,061019_1,APOE4/4M,M,E44,A,Day5_NovelObject3,1,2Objects_NOR,-18.89525538,-2.68565379,0.895470167,61.60886643,-6.609350964,3.929623628,-0.355390632,0.913957307,-21.27361507,-10.46525797,0.104529833,79.90878479,-10.69964783,0.229344914,-2.394300406,0.06935226,-74.72787572,-95.6103189,-10.31278556,0.741688272,-0.025284656,-23.14827793,-24.66182926,-28.73078749,-31.68430312,-29.20248327,-30.7160346,-32.22958594,-33.74313728,-35.25668861,-36.77023995,-42.88990235,0,5,1.5,23.2,0,5,2.9,34.2,0,5,7.2,7.894,1.5
112,061019_2,APOE4/4M,M,E44,A,Day5_NovelObject3,1,2Objects_NOR,-19.22037853,-2.790579898,0.899511547,62.03854723,-6.751352519,3.966796301,-0.390579898,0.923083571,-21.619739,-10.66095411,0.100488453,80.53616287,-10.88936133,0.22334284,-2.446970875,0.069008729,-76.05332296,-98.26974332,-10.50891254,0.717077176,-0.026184772,-23.7224748,-25.26747095,-29.39400154,-32.39406699,-29.90245941,-31.44745557,-32.99245172,-34.53744787,-36.08244403,-37.62744018,-43.82547213,0,4,1.3,96.7,0,4,0.8,26.6,0,20,18,6.701,2.7
113,061019_3,APOE4/4M,M,E44,A,Day5_NovelObject3,1,2Objects_NOR,-19.54550169,-2.895506006,0.903552927,62.46822803,-6.893354075,4.003968974,-0.425769164,0.932209835,-21.96586293,-10.85665025,0.096447074,81.16354096,-11.07907484,0.217340766,-2.499641345,0.068665197,-77.3787702,-100.9291677,-10.70503952,0.692466079,-0.027084889,-24.29667167,-25.87311264,-30.05721558,-33.10383086,-30.60243555,-32.17887653,-33.7553175,-35.33175847,-36.90819944,-38.48464041,-44.76104192,0,2,0.7,8.4,0,3,1.1,1,0,12.7,11.8,6.011,0
114,061019_4,APOE4/4M,M,E44,A,Day5_NovelObject3,1,2Objects_NOR,-19.87062484,-3.000432115,0.907594306,62.89790884,-7.03535563,4.041141647,-0.460958431,0.941336099,-22.31198686,-11.05234638,0.092405694,81.79091905,-11.26878835,0.211338692,-2.552311814,0.068321666,-78.70421744,-103.5885922,-10.90116649,0.667854982,-0.027985006,-24.87086853,-26.47875432,-30.72042963,-33.81359473,-31.3024117,-32.91029749,-34.51818328,-36.12606907,-37.73395486,-39.34184065,-45.69661171,0,2,1.3,34.6,0,2,0.8,20.7,0,9.4,12.7,4.636,20.9
115,061019_5,APOE4/4M,M,E44,A,Day5_NovelObject3,1,2Objects_NOR,-20.19574799,-3.105358223,0.911635686,63.32758964,-7.177357186,4.07831432,-0.496147697,0.950462363,-22.65811079,-11.24804252,0.088364314,82.41829713,-11.45850186,0.205336617,-2.604982283,0.067978135,-80.02966468,-106.2480166,-11.09729347,0.643243886,-0.028885122,-25.4450654,-27.08439601,-31.38364368,-34.5233586,-32.00238784,-33.64171845,-35.28104906,-36.92037967,-38.55971027,-40.19904088,-46.63218149,1.5,1,0.6,88.8,0,1,0.2,,0,11.6,11.4,5.326,5.9
116,061019_6,APOE4/4F,F,E44,B,Day5_NovelObject3,1,2Objects_NOR,-20.52087114,-3.210284332,0.915677066,63.75727045,-7.319358742,4.115486993,-0.531336963,0.959588627,-23.00423472,-11.44373866,0.084322935,83.04567522,-11.64821537,0.199334543,-2.657652753,0.067634604,-81.35511192,-108.907441,-11.29342045,0.618632789,-0.029785239,-26.01926227,-27.6900377,-32.04685772,-35.23312247,-32.70236398,-34.37313941,-36.04391484,-37.71469026,-39.38546569,-41.05624112,-47.56775128,1.5,5,4.1,36.3,0,2,0.7,22.6,0,9.6,13.3,6.236,4.7
117,061019_7,APOE4/4F,F,E44,B,Day5_NovelObject3,1,2Objects_NOR,-20.8459943,-3.31521044,0.919718445,64.18695125,-7.461360297,4.152659666,-0.566526229,0.968714891,-23.35035866,-11.63943479,0.080281555,83.67305331,-11.83792887,0.193332469,-2.710323222,0.067291073,-82.68055916,-111.5668654,-11.48954742,0.594021692,-0.030685356,-26.59345914,-28.29567938,-32.71007177,-35.94288633,-33.40234012,-35.10456037,-36.80678061,-38.50900086,-40.21122111,-41.91344135,-48.50332107,0,1,0.4,105.2,0,3,1.2,5.7,0,18.1,14.3,4.951,1.2
118,061019_8,APOE4/4F,F,E44,B,Day5_NovelObject3,1,2Objects_NOR,-21.17111745,-3.420136548,0.923759825,64.61663206,-7.603361853,4.189832339,-0.601715496,0.977841155,-23.69648259,-11.83513093,0.076240175,84.30043139,-12.02764238,0.187330395,-2.762993691,0.066947541,-84.0060064,-114.2262899,-11.6856744,0.569410595,-0.031585472,-27.16765601,-28.90132107,-33.37328581,-36.6526502,-34.10231626,-35.83598133,-37.56964639,-39.30331146,-41.03697652,-42.77064159,-49.43889085,0,4,1.5,16.7,0,2,1.3,75.1,0,11.4,9.3,7.657,2.3
119,061019_9,APOE4/4F,F,E44,B,Day5_NovelObject3,1,2Objects_NOR,-21.4962406,-3.525062657,0.927801205,65.04631286,-7.745363409,4.227005013,-0.636904762,0.986967419,-24.04260652,-12.03082707,0.072198796,84.92780948,-12.21735589,0.181328321,-2.81566416,0.06660401,-85.33145363,-116.8857143,-11.88180138,0.544799499,-0.032485589,-27.74185287,-29.50696276,-34.03649986,-37.36241407,-34.80229241,-36.56740229,-38.33251217,-40.09762206,-41.86273194,-43.62784182,-50.37446064,0,5,2.6,38.9,0,1,0.4,37.2,0,16.2,19,10.787,5
120,061019_10,APOE4/4F,F,E44,B,Day5_NovelObject3,1,2Objects_NOR,-21.82136375,-3.629988765,0.931842585,65.47599366,-7.887364964,4.264177686,-0.672094028,0.996093682,-24.38873045,-12.2265232,0.068157416,85.55518757,-12.4070694,0.175326247,-2.86833463,0.066260479,-86.65690087,-119.5451387,-12.07792836,0.520188402,-0.033385706,-28.31604974,-30.11260444,-34.69971391,-38.07217794,-35.50226855,-37.29882325,-39.09537795,-40.89193265,-42.68848735,-44.48504206,-51.31003042,0,8,5.3,64.3,0,0,0,93.2,0,15,18.1,8.519,1.1
1,201026-1,E4HN_F,F,E4HN,A,openfield,1,2Objects_NOR,,,,,,,,,,,,,,,,,92,330.3,9.856,20.9,0.035,215.7,69.4,305.5,38.2,59,105.4,6.364,0,0.055,89.8,25,10.8,,,,,,,,,57.2,51.8,24.566,78.6
2,201026-2,E4HN_F,F,E4HN,A,openfield,1,2Objects_NOR_2,,,,,,,,,,,,,,,,,69,283.4,8.314,0,0.032,161.7,94.8,217.5,36.3,48,132.7,5.758,2.1,0.03,55.8,136.9,59.4,,,,,,,,,,,21.452,107.9
3,201026-3,E4HN_M,M,E4HN,B,openfield,1,2Objects_NOR,,,,,,,,,,,,,,,,,88,339.7,10.777,7.3,0.035,189.6,120,258.3,68,55,111.2,5.082,0,0.053,68.7,27.5,12.7,,,,,,,,,53.1,83,24.169,120.7
4,201026-4,E4HN_M,M,E4HN,B,openfield,1,2Objects_NOR_2,,,,,,,,,,,,,,,,,66,362.1,8.398,8.7,0.023,136.9,232.6,170.1,98.5,32,134,2.787,0,0.029,33.2,62.9,38.9,,,,,,,,,,,15.907,169.5
5,201026-5,E4HN_FHet,,E4HN,C,openfield,1,2Objects_NOR,,,,,,,,,,,,,,,,,95,341.3,15.562,0,0.044,277.1,74.9,332,37.7,60,87.7,6.224,0.2,0.061,54.9,48,19.6,,,,,,,,,82.1,75.2,29.73,80.8
6,201026-6,E4HN_FHet,,E4HN,C,openfield,1,2Objects_NOR_2,,,,,,,,,,,,,,,,,95,253.7,8.261,0.9,0.029,173.5,116.1,241,55.2,92,135.8,4.764,0.8,0.038,67.5,57.6,9.7,,,,,,,,,,,19.892,88.3
7,201026-1,E4HN_F,F,E4HN,A,Dilutions,1,2Objects_NOR,5,4.8,0.375,0,4.8,0,3.6,1.3,8,6.8,0.625,2.2,6.8,0,5.2,0,25,70.9,5.962,8.8,0.079,65.7,10.1,84.8,6.9,14,17.9,0.936,0,0.049,19.1,0,1.3,10,9.2,,0,5,5.2,,0,12.1,9,8.711,8.2
8,201026-2,E4HN_F,F,E4HN,A,Dilutions,1,2Objects_NOR_2,8,5.6,0.444444444,3,5.6,0,2.4,0,7,4.5,0.555555556,1.9,4.5,0,2.7,0,26,77.8,6.944,6.5,0.077,79.7,10.7,88.4,7.2,6,11.8,0.247,0,0.028,8.7,0,0,6,5.7,,0,4,2.5,,0,,,8.466,7.2
9,201026-3,E4HN_M,M,E4HN,B,Dilutions,1,2Objects_NOR,8,7.2,0.782608696,5.7,7.2,0,4.4,0,2,2.6,0.217391304,11.9,2.6,0,1.6,0,20,84.6,4.555,17,0.054,55.5,29.2,71.6,17.6,8,18,0.484,0,0.03,16.1,0,0,4,3.2,,0,2,1.8,,0,13.1,9.2,6.143,17.6
10,201026-4,E4HN_M,M,E4HN,B,Dilutions,1,2Objects_NOR_2,3,2.7,0.252336449,1.2,0.5,2.2,1,1.1,8,7.9,0.747663551,0,3.3,4.6,3.4,0,15,72.8,1.787,9,0.024,27.5,48.3,30.4,38.5,8,11.5,0.12,0,0.014,2.9,5.6,1.1,7,9.6,70.4,0,2,3.2,,0,,,3.855,41.3
11,201026-5,E4HN_FHet,,E4HN,C,Dilutions,1,2Objects_NOR,1,1,0.2,6.2,1,0,0.5,0,4,2.3,0.8,48.5,2.3,0,1.4,0,16,103.2,3.838,1.2,0.034,50,63,50.9,50.9,3,1.3,0.032,0,0.036,0.9,0,0,7,3.8,0.8,0,2,1.1,,0,37.9,34.8,4.15,50.9
12,201026-6,E4HN_FHet,,E4HN,C,Dilutions,1,2Objects_NOR_2,3,1.9,0.322033898,6.6,1.9,0,1.3,0,4,4.2,0.677966102,2.5,1.5,2.7,3.8,0,13,95.6,3.296,9,0.032,46.2,55.4,52.1,59.7,6,10,0.265,0,0.031,5.9,2.8,0,4,4.2,,0,3,3.3,,0,,,3.802,61
13,201026-1,E4HN_F,F,E4HN,A,Dilutions,2,2Objects_NOR,2,2.9,0.367088608,59.1,2.9,0,2.6,0,5,1.9,0.632911392,13.9,1.9,0,1.2,0,33,82.6,4.348,3.6,0.043,57.7,43.2,62.9,19.2,5,9.9,0.246,0,0.048,5.2,0,0,8,5.3,,0,3,2.5,,0,33.6,23.8,5.555,19.2
14,201026-2,E4HN_F,F,E4HN,A,Dilutions,2,2Objects_NOR_2,5,7.5,0.789473684,6,7.5,0,2.6,0,2,0.9,0.210526316,0.7,0.9,0,0.9,0,17,83.4,3.444,3.5,0.037,57.3,36,60.6,26.1,9,7.5,0.262,0,0.078,3.3,0,0,4,2.3,,0,1,2.4,,0,,,4.852,26.1
15,201026-3,E4HN_M,M,E4HN,B,Dilutions,2,2Objects_NOR,4,4,0.666666667,48.3,4,0,2.2,0,2,1.3,0.333333333,9.9,1.3,0,0.5,0,18,93.6,2.456,1.4,0.025,40.7,55.7,47.1,28.9,6,7.3,0.674,0,0.105,6.4,0,0,2,3.2,108.7,0,5,1.4,,0,16.1,13.3,4.277,28.9
16,201026-4,E4HN_M,M,E4HN,B,Dilutions,2,2Objects_NOR_2,1,4.7,1,10.5,4.7,0,0.8,0,0,0,0,,0,0,0,0,11,61.9,1.465,2.7,0.016,22.2,69.9,24.5,38.7,12,13.6,0.1,0,0.012,2.3,5.9,0,5,5.5,,0,5,9,,0,,,2.017,38.7
17,201026-5,E4HN_FHet,,E4HN,C,Dilutions,2,2Objects_NOR,1,0.5,0.2,3.3,0.5,0,0.5,0,2,0.8,0.8,0.2,0.8,0,0.6,0,12,107.1,1.409,2.1,0.012,22.1,90.8,27.4,64.3,2,5.6,0.577,0.3,0.109,5.3,0,0,4,2,,0,1,0.7,,0,28.8,28.9,2.103,64.3
18,201026-6,E4HN_FHet,,E4HN,C,Dilutions,2,2Objects_NOR_2,1,1.2,0.545454545,14.5,1.2,0,0.9,0,1,0.3,0.454545455,2.4,0.3,0,0,0,6,111.4,1.654,3.6,0.014,20.8,93.9,24.1,89.9,3,4,0.18,0,0.054,3.3,0,0,3,1.4,,0,2,0.6,,0,,,1.861,89.9
19,201026-1,E4HN_F,F,E4HN,A,Dilutions,3,2Objects_NOR,2,2.1,0.512195122,5.7,2.1,0,1.1,0,2,1.6,0.487804878,4.1,1.6,0,1.5,0,18,96.2,3.145,3.1,0.032,47.9,52,50.9,29,7,3.2,0.176,0,0.059,3,0,0,2,1.8,,0,1,1.8,0.7,0,15,10.5,4.194,30.7
20,201026-2,E4HN_F,F,E4HN,A,Dilutions,3,2Objects_NOR_2,1,0.7,0.411764706,92.8,0.7,0,0.7,0,1,1.5,0.588235294,59,1.5,0,1.2,0,17,98.8,2.96,1.4,0.027,36,73.5,40,50.2,2,3.5,0.453,0,0.113,4,0,0,2,1.5,,0,1,1.3,,0,,,3.966,50.2
21,201026-3,E4HN_M,M,E4HN,B,Dilutions,3,2Objects_NOR,1,0.1,0.090909091,61.7,0.1,0,0,0,1,0.9,0.909090909,88.9,0.9,0,0.9,0,13,91.8,2.568,4.8,0.027,15.9,80.4,27.6,62.9,7,8.1,1.556,0,0.133,11.7,0,0,0,0,,0,1,0.6,,0,10.6,11.5,5.169,68.5
22,201026-4,E4HN_M,M,E4HN,B,Dilutions,3,2Objects_NOR_2,4,5,0.142857143,23.5,5,0,2.5,0,30,17.4,0.857142857,36.8,0.5,16.8,16.4,12.3,3,14.6,1.482,0,0.099,12.2,2.8,37.6,12.6,13,71,0.938,18.2,0.009,25.4,76.4,58.6,14,11.6,,0,0,0,,0,,,2.859,71.2
23,201026-6,E4HN_FHet,,E4HN,C,Dilutions,3,2Objects_NOR_2,4,1.3,0.565217391,70.1,1.3,0,0.5,0,1,0.1,0.434782609,119.8,0.1,0,0,0,9,92,3.342,0.8,0.037,21.3,68.3,33.5,49.4,6,25.4,1.482,0,0.063,12.2,11.4,4.1,3,1.7,1.9,0.5,3,16.7,0.8,3.1,,,5.661,53.5
24,201026-5,E4HN_FHet,,E4HN,C,Dilutions,3,2Objects_NOR,3,1.3,0.565217391,44.1,1.3,0,0.1,0,1,0.3,0.434782609,55.9,0.3,0,0,0,11,104.8,2.904,2.2,0.027,26,81.2,35.6,68.6,6,3.6,1.839,0,0.192,9.6,0,2,2,5.1,46.3,0,2,1,,0,48.7,40.2,5.616,70.6
25,201026-1,E4HN_F,F,E4HN,A,Dilutions,4,2Objects_NOR,4,5.1,0.62962963,0,5.1,0,2,0,3,2.6,0.37037037,16.3,2.6,0,1.9,0,30,73.2,3.542,3.1,0.034,48.3,56.5,52.5,24.2,7,6.9,0.503,0,0.119,4.2,0,0,3,2.2,,0,2,0.6,,0,27.3,23,4.79,24.2
26,201026-2,E4HN_F,F,E4HN,A,Dilutions,4,2Objects_NOR_2,2,0.9,0.230769231,57.9,0.9,0,0,0,3,0.8,0.769230769,0.3,0.8,0,0.4,0,9,100,2.925,5.4,0.031,39.5,55.1,55.4,59.1,7,16.3,1.716,0,0.078,15.9,5.9,3.2,2,1.6,,0,3,3.7,71.5,3.6,,,5.36,62.3
